123,132,115,133,0
152,150,119,187,1
169,166,143,192,1
55,49,43,97,0
141,135,117,181,1
150,148,132,181,1
146,145,118,199,0
196,197,192,218,0
47,49,52,99,1
137,147,126,151,0
129,129,110,184,0
72,68,63,122,1
118,110,94,155,1
173,167,139,195,1
131,150,134,183,0
144,133,110,178,1
87,76,60,123,1
82,92,81,100,0
135,111,94,160,1
139,154,139,149,0
155,155,128,189,1
138,131,115,170,1
109,99,89,149,1
107,118,112,117,0
140,138,118,192,1
157,150,129,190,1
160,162,151,174,0
97,98,97,101,0
224,229,224,236,0
147,145,118,197,0
93,89,73,128,0
144,144,129,158,0
164,157,131,190,1
169,159,131,191,1
116,109,98,149,1
112,103,89,176,0
74,77,81,113,0
130,131,110,185,1
103,110,87,190,0
81,85,69,134,1
121,124,101,191,0
103,111,96,205,0
126,117,104,158,1
175,170,148,195,1
107,98,85,145,1
149,152,144,166,0
9,15,22,19,0
14,27,25,37,0
156,149,123,187,1
96,102,89,168,0
9,18,28,27,0
50,52,51,100,1
83,91,76,194,0
129,137,129,165,0
111,115,95,181,0
104,116,120,107,0
77,85,71,172,0
57,58,57,108,0
161,162,139,180,0
116,117,105,160,0
127,131,125,138,0
132,132,110,174,1
153,141,126,166,1
96,96,78,180,1
108,100,76,150,1
105,99,88,148,1
104,103,87,172,0
70,79,67,144,1
121,130,122,134,0
125,117,107,140,1
98,91,80,135,1
141,144,133,154,0
73,73,67,133,1
66,69,60,123,1
151,143,120,183,1
144,142,129,155,0
96,90,74,133,1
185,188,170,197,0
86,94,80,175,0
61,56,56,103,0
127,143,127,160,0
110,101,87,147,1
123,114,100,164,1
117,112,89,188,0
161,156,138,191,1
150,143,124,162,0
100,107,85,179,0
125,121,104,182,1
122,127,108,176,1
91,83,71,140,1
120,112,93,154,1
124,114,101,150,1
76,73,67,113,0
36,31,32,58,0
133,136,133,148,0
110,112,101,121,0
71,80,85,77,0
133,131,106,193,0
154,145,121,182,1
125,113,97,162,1
163,161,138,194,1
