85,93,98,87,0
151,144,122,180,1
91,82,77,141,0
107,109,85,183,0
83,84,81,139,0
121,124,118,131,0
167,156,126,191,1
106,95,86,163,0
140,130,109,152,1
74,80,76,163,1
147,144,125,183,1
115,115,99,169,0
103,103,82,151,0
137,136,126,150,0
125,117,105,162,1
123,128,116,136,0
102,105,85,189,0
145,147,140,158,0
108,106,91,159,0
75,78,70,119,1
107,121,121,115,0
130,132,119,141,0
154,151,129,184,1
95,97,85,167,0
135,133,107,193,0
158,151,124,188,1
114,107,90,150,1
123,135,125,137,0
20,22,5,120,0
83,85,78,142,0
106,99,80,170,0
135,132,108,180,1
142,145,134,158,0
156,154,134,191,1
169,160,137,193,1
138,138,118,184,1
122,125,115,172,0
100,107,102,155,1
106,113,98,163,0
103,105,89,176,0
30,27,31,42,0
173,180,177,185,0
129,129,111,138,0
160,162,141,175,0
121,104,101,141,1
71,77,83,77,0
149,150,134,161,0
78,94,76,193,0
81,81,79,134,0
116,115,95,177,0
77,91,78,186,0
69,69,67,80,0
11,17,32,25,0
136,131,116,178,1
116,120,97,182,0
156,164,154,178,0
151,146,122,189,1
164,156,129,187,1
91,87,80,144,1
80,78,79,113,0
131,135,116,176,0
97,100,86,172,1
23,32,31,33,1
78,87,76,143,1
85,93,70,169,0
171,170,142,198,1
156,149,131,190,0
95,95,93,125,1
121,114,95,163,1
152,151,139,165,0
82,73,59,124,1
140,143,136,156,0
46,48,48,101,1
128,120,105,163,1
135,132,115,167,1
114,122,116,123,0
91,100,93,94,0
78,76,73,112,1
133,136,127,145,0
62,63,67,107,0
131,129,105,192,0
125,135,131,146,0
117,120,116,130,0
154,146,128,189,1
110,108,89,162,1
12,21,11,31,0
130,136,123,143,0
104,104,89,165,0
75,73,70,118,0
127,119,99,169,1
104,102,85,169,0
131,121,100,175,1
190,162,141,207,0
65,64,57,141,1
22,25,14,33,0
127,122,107,183,1
125,144,134,134,0
131,132,108,189,0
161,163,147,174,0
139,145,150,163,0
176,170,152,198,1
169,161,142,198,1
146,154,136,162,0
109,107,89,168,0
163,154,128,190,1
117,124,111,152,0
151,155,142,165,0
25,36,38,31,1
89,89,76,170,1
80,73,65,118,1
97,91,77,137,1
134,144,128,147,0
155,156,147,170,0
86,95,82,130,0
155,147,123,190,1
92,86,70,112,1
166,167,150,207,0
144,148,144,159,0
87,89,77,169,0
136,142,130,151,0
149,145,130,184,1
123,127,114,137,0
140,149,135,151,0
92,97,97,91,0
123,125,106,188,1
104,97,84,146,1
167,162,137,194,1
100,100,92,127,0
70,59,44,91,1
213,218,215,225,0
112,112,89,187,0
129,135,132,141,0
74,71,65,113,1
156,153,134,185,1
91,100,87,95,0
140,146,136,159,0
95,87,84,130,1
122,127,119,138,0
90,89,83,155,0
106,117,125,105,0
102,95,86,135,1
132,136,132,143,0
111,115,93,188,0
68,64,64,85,0
145,143,127,164,0
136,138,125,162,0
55,58,57,89,0
109,110,95,173,0
143,147,134,159,0
86,75,68,112,1
101,95,83,135,1
135,135,107,197,0
119,112,106,131,0
140,128,101,177,1
28,26,21,64,1
21,27,28,26,1
164,162,142,190,1
161,158,135,190,1
131,129,110,181,1
105,103,87,159,0
87,88,83,157,1
139,130,112,179,1
89,77,73,82,0
133,128,106,194,0
116,112,97,165,1
154,155,140,168,0
83,94,90,85,0
115,129,126,133,0
148,150,120,200,0
113,124,91,193,0
137,131,125,150,0
107,111,90,182,0
155,160,146,171,0
104,94,81,134,1
119,112,86,165,1
132,128,104,184,1
122,132,128,131,0
127,130,118,138,0
135,138,131,150,0
169,165,143,192,1
161,153,132,191,1
75,73,63,137,1
111,110,93,164,1
146,147,134,163,0
121,116,101,164,0
114,118,112,126,0
122,127,115,168,0
104,99,83,146,1
142,132,116,173,1
102,112,108,111,0
149,139,119,183,1
67,66,63,109,0
135,151,149,151,0
12,16,25,46,0
122,112,99,161,1
100,91,82,142,1
118,116,102,171,1
130,127,106,176,1
121,120,108,130,0
94,94,81,150,1
58,52,39,50,0
179,170,145,195,1
182,177,152,199,1
108,99,78,136,1
108,106,82,186,0
150,145,147,168,0
141,124,100,173,1
99,96,84,156,1
139,144,133,154,0
139,133,114,179,1
135,139,132,148,0
46,42,45,83,1
136,137,121,150,0
192,198,196,197,0
193,196,188,202,0
123,125,114,131,0
74,78,75,116,0
136,139,133,154,0
117,120,115,165,1
124,125,99,194,0
133,125,106,172,1
122,117,91,191,0
174,168,143,194,1
106,110,86,187,0
136,135,105,199,0
161,158,146,173,0
98,96,79,158,1
160,160,148,171,0
78,75,68,110,1
112,110,91,180,0
106,107,91,182,0
228,233,235,238,0
89,89,84,123,1
156,151,129,188,1
140,121,108,171,0
91,96,86,92,0
110,110,89,179,0
95,100,91,166,1
133,127,108,187,1
103,103,80,185,0
102,89,76,117,0
153,147,124,189,1
154,152,137,191,1
127,120,107,163,1
118,118,93,193,0
173,184,167,198,0
148,155,142,164,0
143,138,114,183,1
126,131,125,141,0
32,26,13,54,0
150,151,140,162,0
119,109,89,163,1
108,100,86,154,1
51,61,45,127,0
137,141,130,147,0
123,126,104,187,0
135,132,124,150,0
175,170,151,199,1
111,109,94,183,0
77,75,71,131,0
153,163,159,167,0
61,60,51,80,0
137,130,119,164,1
82,83,68,155,0
90,84,78,155,1
88,83,72,127,1
109,119,105,119,0
129,125,109,170,1
83,88,67,170,0
90,97,90,89,0
154,145,121,187,1
88,98,80,191,1
123,129,125,130,0
142,151,141,154,0
119,122,106,178,0
123,116,97,161,1
105,112,96,165,0
128,124,99,170,1
109,113,97,176,0
158,160,145,172,0
154,143,127,188,1
150,157,141,167,0
90,93,82,160,1
124,121,102,149,1
111,103,86,153,1
150,149,137,165,0
100,104,94,153,1
143,150,145,156,0
67,64,56,106,1
103,99,89,142,1
178,175,150,198,1
122,125,99,201,0
78,77,57,128,0
124,128,114,159,0
67,52,42,92,0
82,93,77,168,1
108,110,82,192,0
170,165,140,202,1
123,107,95,149,1
23,30,33,25,1
110,100,84,143,1
98,93,86,132,1
145,134,121,180,1
36,24,17,45,0
161,154,130,187,1
75,86,76,159,1
109,110,87,190,0
130,128,106,178,1
148,152,141,161,0
111,109,99,162,1
148,153,125,191,0
154,146,118,182,1
170,166,144,197,1
135,143,135,145,0
95,88,89,100,0
144,150,135,164,0
187,195,181,194,0
122,115,101,153,1
154,151,132,184,1
125,116,101,155,1
103,108,88,183,0
115,116,101,171,0
21,30,37,34,0
133,131,111,189,0
148,134,114,161,1
105,101,86,168,0
156,149,121,201,0
138,138,126,151,0
123,115,95,192,0
125,135,119,170,0
168,163,135,192,1
154,159,138,189,1
103,101,87,179,1
120,120,103,174,1
106,108,90,177,0
135,127,112,172,1
109,110,91,113,0
168,164,138,194,1
65,71,58,161,0
167,157,134,193,1
169,162,140,194,1
153,145,119,185,1
148,144,112,198,0
158,155,135,189,1
115,115,101,175,1
145,148,136,158,0
96,95,84,156,0
107,119,101,174,0
122,112,99,159,1
130,132,113,177,1
105,110,98,141,0
83,90,75,167,0
98,108,102,106,0
124,126,116,134,0
158,148,129,177,1
95,87,76,149,0
75,78,63,154,0
25,15,12,42,0
103,113,113,104,0
114,112,91,177,0
182,181,156,205,1
134,124,103,182,1
134,132,113,172,0
51,48,34,127,0
93,89,80,108,0
126,133,130,138,0
141,137,116,183,1
85,76,68,139,1
113,111,94,180,0
29,22,23,71,1
92,97,83,178,1
90,89,78,155,0
87,89,84,132,1
163,163,134,193,1
20,29,37,25,1
26,39,43,60,1
115,120,95,190,0
142,139,126,186,1
111,111,85,191,0
150,153,141,166,0
128,126,115,157,1
109,119,96,198,0
83,86,82,135,0
171,169,140,195,1
146,147,121,198,0
125,128,104,194,0
135,146,137,146,0
144,144,117,195,0
224,226,223,234,0
118,116,101,157,1
115,118,105,185,0
117,120,101,184,0
145,151,138,162,0
117,120,97,192,0
111,112,90,179,0
102,103,84,166,0
146,141,113,180,1
136,137,111,194,0
103,96,80,154,1
70,71,71,116,1
81,85,66,158,0
106,107,99,160,1
40,39,47,73,1
142,145,126,189,0
157,145,126,185,1
106,94,81,138,1
115,109,85,156,1
135,128,111,170,1
185,181,159,200,1
109,105,90,151,1
132,131,101,178,1
121,119,102,175,0
90,95,80,171,0
112,125,115,137,0
102,107,92,162,1
82,86,73,149,1
122,114,97,165,0
124,123,110,174,1
86,83,77,141,0
141,146,146,152,0
123,125,111,136,0
122,125,113,130,0
31,33,38,27,1
121,118,98,183,0
116,116,91,181,0
99,99,83,160,0
167,160,139,193,1
143,150,142,151,0
141,134,116,179,1
167,162,138,190,1
82,77,72,126,0
151,146,133,168,1
58,49,49,95,0
116,119,96,179,1
103,113,90,199,0
122,131,108,186,1
115,104,93,154,1
146,147,136,180,0
84,80,71,88,0
132,150,135,159,0
99,97,82,136,1
135,128,110,189,0
111,112,102,161,0
111,102,87,145,1
213,215,211,223,0
209,219,220,221,0
117,106,89,161,1
126,129,117,136,0
125,126,112,135,0
65,77,64,166,0
144,136,111,180,1
177,173,148,195,1
137,131,100,195,0
84,77,70,120,1
143,153,128,159,0
112,113,94,174,0
147,147,132,183,0
92,86,75,162,0
96,97,89,160,0
80,76,74,118,0
210,215,210,221,0
170,169,146,194,1
113,116,108,117,0
115,110,87,191,0
191,189,173,204,1
112,115,91,191,0
101,111,89,176,0
142,141,131,157,0
167,159,137,191,1
151,156,144,169,0
147,147,138,160,0
89,92,77,169,0
140,133,110,181,1
111,104,89,151,1
53,60,50,126,1
180,177,151,199,1
129,128,106,186,0
110,102,84,154,1
61,61,59,117,1
152,148,125,188,1
114,116,99,166,0
111,112,107,123,0
126,128,101,199,0
168,166,139,195,1
127,122,105,188,0
147,151,139,162,0
118,118,106,134,0
112,114,108,120,0
92,92,86,137,0
69,78,80,83,0
76,75,85,129,1
82,95,77,182,0
98,97,94,144,0
79,78,79,119,1
105,102,82,159,0
124,118,101,177,1
35,41,38,63,0
177,170,151,198,1
88,82,80,136,1
113,119,107,185,1
75,67,57,96,1
101,99,92,144,1
170,179,169,186,0
107,98,80,136,1
134,142,132,156,0
102,102,87,172,0
144,142,122,186,1
89,90,68,183,0
110,100,85,136,1
160,167,157,172,0
105,107,97,111,0
108,104,89,164,0
90,88,77,153,1
21,26,30,26,1
85,95,94,88,0
128,134,125,140,0
111,114,91,192,0
116,107,95,152,1
82,90,83,153,1
40,46,53,47,0
85,98,96,88,0
85,85,71,149,0
147,146,129,157,0
24,20,7,66,0
122,121,103,167,0
122,120,96,180,0
121,124,100,196,0
49,55,42,117,1
156,157,147,172,0
161,171,165,192,0
118,120,100,196,0
151,148,131,185,1
74,78,75,139,0
92,97,79,168,1
83,86,72,158,0
105,103,91,146,0
63,59,65,107,0
124,125,111,134,0
33,28,19,36,0
66,65,62,92,1
127,118,101,166,1
149,149,121,201,0
160,154,125,188,1
149,145,129,159,0
155,155,142,171,0
118,129,116,171,0
70,72,64,109,1
139,142,128,156,0
133,135,123,149,0
116,111,93,165,1
117,114,95,179,0
103,108,85,187,0
99,103,82,178,0
141,132,110,181,1
160,158,135,186,1
125,119,95,189,0
165,160,135,193,1
83,74,67,102,1
117,112,96,162,1
94,83,69,118,1
164,161,140,198,1
125,118,99,171,1
92,100,98,97,0
174,172,158,193,1
145,153,140,161,0
122,124,113,132,0
132,136,123,186,0
112,110,89,177,1
93,86,72,141,0
175,168,145,196,1
180,177,154,197,1
152,167,154,185,0
121,117,95,182,1
125,129,125,142,0
117,110,91,156,1
144,142,130,157,0
85,87,79,169,1
97,106,86,196,0
82,74,58,109,1
99,86,65,138,1
115,125,121,117,0
123,115,96,168,1
118,117,95,194,0
64,69,68,64,0
158,153,128,187,1
160,157,130,190,1
98,98,90,152,0
116,106,92,160,1
122,126,119,135,0
179,169,145,199,1
132,128,109,178,1
144,148,133,159,0
111,116,96,191,0
134,129,114,163,1
107,97,83,136,1
58,63,60,104,1
125,133,124,138,0
129,128,114,174,1
73,78,78,112,0
103,113,107,107,0
135,134,122,148,0
145,141,119,186,1
90,86,81,117,1
188,191,184,201,0
146,138,117,185,1
97,83,69,117,1
38,25,17,38,0
73,73,66,132,1
154,146,127,184,1
155,157,141,169,0
112,114,93,184,0
101,97,84,157,1
147,151,137,163,0
144,144,134,164,0
113,105,91,147,1
105,104,94,119,0
144,136,112,174,1
162,164,151,176,0
96,100,92,157,1
146,152,145,156,0
93,86,72,118,1
161,159,134,189,1
223,229,225,233,0
122,116,101,151,1
172,167,141,193,1
144,145,135,160,0
65,80,90,68,0
114,107,91,154,1
109,111,90,201,0
51,49,44,85,1
123,115,97,159,1
97,102,91,161,1
139,127,107,165,1
120,108,95,146,1
83,76,71,130,0
167,167,141,200,1
90,98,92,156,1
116,105,94,145,1
97,90,83,142,1
140,134,112,179,1
146,138,114,181,1
150,149,136,165,0
150,155,142,167,0
111,106,93,142,1
156,144,122,183,1
39,47,59,46,0
124,135,116,177,1
115,111,93,186,0
144,150,137,160,0
106,107,91,157,0
137,136,119,190,1
192,195,178,211,0
166,173,165,190,0
139,136,123,148,0
93,97,114,107,0
78,74,63,176,0
111,111,95,162,0
170,164,140,193,1
116,119,99,186,0
172,168,147,199,1
122,120,114,169,1
57,51,36,91,0
87,93,80,184,0
141,123,108,164,0
52,50,48,88,0
103,93,80,143,1
137,135,111,193,0
89,82,77,112,1
86,93,82,151,1
120,123,113,130,0
135,122,112,162,1
105,98,82,133,1
129,117,100,160,1
122,119,100,157,1
123,114,99,161,1
164,166,150,189,0
125,129,116,136,0
148,147,136,162,0
81,83,68,167,0
124,114,102,151,1
131,138,127,141,0
77,91,73,198,0
117,117,109,120,0
49,46,36,85,0
91,96,91,156,1
158,151,129,187,1
158,153,130,186,1
61,55,45,93,1
101,106,88,187,0
96,107,112,93,0
147,148,139,162,0
129,132,130,145,0
80,79,78,125,0
55,53,47,92,1
134,129,112,177,1
119,118,90,187,0
112,107,94,169,1
106,99,92,162,0
149,151,139,167,0
144,158,142,161,0
127,128,109,184,0
135,137,131,163,0
99,102,84,165,0
145,145,130,158,0
51,43,38,91,0
93,93,82,177,0
117,117,93,170,0
174,168,145,194,1
170,165,148,200,0
89,93,85,167,1
124,128,105,181,0
62,35,36,78,0
127,121,113,142,0
135,134,123,149,0
93,84,68,117,1
70,80,81,80,0
125,122,102,180,0
175,172,147,198,1
148,141,120,190,1
113,105,91,159,1
144,156,162,156,0
97,101,87,168,0
132,135,117,192,1
166,159,133,191,1
101,93,76,152,1
78,74,63,110,1
113,117,94,182,0
127,124,107,167,0
114,107,92,153,1
66,64,62,121,1
91,86,69,133,1
107,103,93,182,0
133,134,128,147,0
136,130,118,170,1
95,97,82,156,1
124,127,101,188,0
42,45,35,51,0
113,104,91,148,1
144,153,146,153,0
107,108,96,168,0
78,75,64,140,1
174,167,145,193,1
137,132,115,178,1
160,161,146,173,0
123,115,96,166,1
178,174,147,194,1
100,98,83,182,1
92,92,79,160,0
93,98,79,182,0
173,168,142,196,1
122,115,95,177,0
117,119,96,191,0
161,161,147,173,0
157,184,186,164,0
132,138,122,189,1
83,83,76,147,0
114,112,101,172,0
114,125,117,124,0
135,125,107,171,1
39,36,35,41,0
108,102,90,137,1
142,149,137,159,0
105,97,81,137,1
109,104,92,153,1
152,145,124,183,1
96,87,73,141,1
161,149,131,185,1
108,103,102,145,0
72,78,79,130,1
87,76,69,107,1
95,100,93,149,1
26,29,35,31,1
60,20,19,69,0
126,123,102,179,1
61,56,53,121,1
96,94,90,97,0
105,100,94,151,1
148,153,138,163,0
27,22,18,79,0
94,96,83,181,1
106,89,82,164,0
142,140,131,146,0
72,67,65,113,1
142,144,133,160,0
112,104,91,139,1
106,110,94,169,0
116,115,104,161,1
141,144,131,175,0
105,111,101,113,0
136,143,127,178,0
135,140,132,152,0
92,87,75,152,0
128,121,99,164,1
146,143,120,176,1
67,78,69,136,1
67,64,62,118,1
92,88,84,144,0
173,168,134,194,1
122,117,100,174,0
156,154,133,192,1
159,162,153,174,0
195,201,191,205,0
112,109,89,173,0
122,112,101,145,1
148,151,142,164,0
97,92,83,134,1
56,54,53,98,0
107,100,94,117,0
22,14,7,57,1
81,83,79,120,1
100,98,86,156,0
77,78,78,123,0
126,123,98,192,0
135,130,107,192,0
154,143,120,184,1
121,115,101,155,1
79,82,66,160,0
135,134,152,143,0
104,102,92,162,1
114,135,118,127,0
85,93,74,180,1
106,118,97,179,0
163,195,194,176,0
225,231,227,236,0
79,89,71,191,0
172,163,139,194,1
116,109,94,149,1
170,163,139,193,1
135,140,130,150,0
129,116,97,164,1
163,167,147,198,1
116,105,88,147,1
131,134,124,150,0
71,72,72,113,0
147,149,135,182,0
145,135,114,178,1
150,138,121,180,1
86,98,79,190,0
135,141,128,147,0
153,140,114,180,1
95,90,73,153,0
134,142,123,184,0
126,132,125,130,0
59,67,72,97,0
86,87,70,141,0
133,138,133,146,0
208,211,208,215,0
117,103,86,157,1
109,105,90,163,1
107,101,79,147,1
106,108,85,193,0
127,129,119,144,0
131,134,124,144,0
160,151,124,188,1
126,134,130,133,0
117,109,89,153,1
38,35,31,56,0
156,169,154,174,0
140,132,113,181,0
83,75,69,135,0
141,150,144,150,0
100,100,74,184,0
125,125,107,184,1
125,134,112,170,0
92,87,74,144,0
126,111,96,153,1
137,154,151,152,0
107,112,94,195,0
137,139,116,187,0
101,113,104,155,1
73,75,72,125,1
116,113,106,129,0
156,160,144,171,0
75,80,82,83,0
120,124,118,135,0
127,132,127,139,0
106,103,89,151,1
99,98,84,141,1
148,139,114,188,1
158,164,150,177,0
120,129,107,198,1
64,61,56,118,1
179,172,148,200,1
107,104,93,162,0
107,111,88,191,0
118,108,97,150,1
27,35,38,30,1
97,103,85,188,0
159,166,149,179,0
148,147,139,161,0
134,136,121,155,0
140,137,119,182,0
100,99,94,169,1
92,102,102,94,0
136,122,102,175,1
112,110,95,159,1
105,99,86,155,1
99,103,92,141,0
109,104,93,169,1
